video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"59uP6DOkYTM","Cô Ấy Nói (Lofi Ver.) - Ngô Anh Đạt x Freak D","2021-06-12T12:00:02Z","UC7CLR70PwAff4tBUavQ42cw","Freak D Music","22","21.25.06","freak d music|freak d|freak d lofi|cô ấy nói|co ay noi|cô ấy nói lofi|cô ấy nói lofi ver|cô ấy nói lofi version|co ay noi lofi|co ay noi lofi lyrics|cô ấy nói ngô anh đạt x freak d|co ay noi freak d lofi","1253225","16794","263","261","https://i.ytimg.com/vi/59uP6DOkYTM/default.jpg","False","False","Cô Ấy Nói (Lofi Ver.) - Ngô Anh Đạt x Freak D#freakd​ #lofi​ #coaynoi✪ Official Mvhttps://youtu.be/rkWSr7Ue5hk✪ Audiohttps://zingmp3.vn/album/Co-Ay-Noi-Single-Ngo-Anh-Dat/68600EUF.htmlCô ấy Nói (She Says)Executive Producer: DAO EntertainmentLời Việt: ViAMSinger: Ngô Anh ĐạtArranger: LilGee Phạm✪ Follow Freak Dhttps://www.facebook.com/freakdprodhttps://www.facebook.com/freakdproddhttps://www.instagram.com/freakdprod/https://www.tiktok.com/@freakdprodhttps://bit.ly/spotify-nghe-si-Freak-Dhttps://zingmp3.vn/nghe-si/Freak-D✪ Follow Ngô Anh Đạthttps://www.facebook.com/NgoAnhDatTheVoice✪ Để theo dõi những sản phẩm mới nhất của Freak D:→ Subscribe Channel: http://bit.ly/FreakDYtb​✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: freakmusic@orinn.net© Freak D Music 2021☞ Không tự ý sử dụng nhạc và video khi không được cho phép.--------------------------------/------------------[Lyrics]Verse:Ánh sáng tới nơi đâu chẳng thấyMỗi bóng đêm cô đơn còn đâyTa rung động chỉ trong thoáng chốcSao bao đêm tương tư chờ mong người ấyChuyện hợp tan nào ai ngờ trướcNgười tổn thương lại chính là ta, lỡ sau nàyVô tình ta có thấy (nhau thì)Vội chào nhau một câu rồi bước điChớ quay bước lại / làm tim đau thắt Chorus:Tình yêu chưa kịp chớm / nỡ sao đành buông lơi cánh tay Người ra đi bỏ rơi / anh nơi này một mình đắng cay “Chẳng sao đâu mình anh vẫn tốt”Người đừng lo mọi thứ rồi cũng sẽ qua Chẳng một ai tuyệt đối / đóa hoa đẹp rồi cũng úa tànĐọng lại trên đầu môi / bao mộng ước ngày ấy vỡ tan Không hy vọng ngày mai sẽ đếnChỉ hy vọng rằng em sẽ sớm quên."
"I9DoRLyZbq8","[HiddenGem Mixtape] 7. J Cole Nói - B Ray","2021-06-15T15:03:20Z","UC5mzpqa98hIFlQ9SFxqAilw","EvB Records","10","21.25.06","bray|b ray|ếch và báo|evb|ếch|báo|ech vs bao|rap việt|rap|bray rap|rap love|nhạc rap|HiddenGem|BRay","867316","30326","227","1115","https://i.ytimg.com/vi/I9DoRLyZbq8/default.jpg","False","False","Prod. by Pieper BeatsĐăng Ký Kênh Để Xem Nhiều Hơn: https://bit.ly/Brayofficial#BRay #HiddenGem #JColeSaidTất cả sản phẩm đều đã được đăng ký bản quyền với youtube. Các kênh Reup sản phẩm không xin phép sẽ bị yêu cầu gỡ xuống. Vi phạm có nguy cơ bị chết kênh"
"HZXNI58DQgQ","YÊU MỘT NGƯỜI GIAN DỐI - NHƯ VIỆT | OFFICIAL MUSIC VIDEO","2021-06-15T03:09:12Z","UCSpLDWbRo564sl67X--pmxA","Như Việt","10","21.25.06","như việt|nhu viet|yêu một người gian dối|yeu mot nguoi gian doi|yêu một người gian dối như việt|yeu mot nguoi gian doi nhu viet|yêu một người gian dối mv|yeu mot nguoi gian doi mv|mv yêu một người gian dối|mv yeu mot nguoi gian doi|yêu một người gian dối lyrics|yêu một người gian dối karaoke|yêu một người gian dối beat|như việt mv|nhu viet mv|yêu một người gian dối thật lòng chẳng thấy vui","1010436","23071","573","2108","https://i.ytimg.com/vi/HZXNI58DQgQ/default.jpg","False","False","YÊU MỘT NGƯỜI GIAN DỐI - NHƯ VIỆT | OFFICIAL MUSIC VIDEOĐộc quyền phát hành và truyền thông ACV EntertainmentFollow Founder Lê Cương để theo dõi các dự án mới nhất của ACV Entertainment: https://www.facebook.com/lecuong1906​Nghe Audio Độc Quyền tại Zing MP3: https://zingmp3.vn/bai-hat/Yeu-Mot-Nguoi-Gian-Doi-Nhu-Viet-Thuong-Vo-ACV/ZU0E8DO0.htmlChơi Tiktok Yêu Một Người Gian Dối cùng Như Việt tại đây nhé mọi người:https://vt.tiktok.com/ZSJQgmxCD/#YMNGD #YEUMOTNGUOIGIANDOI #NHUVIET #ACVENTERTAINMENTSản xuất âm nhạc __ Mix & Master: Nhu Viet Singer: Nhu VietComposer: Khanh Cuong Music Arranger: Nguyen Nam Minh Thuy Sản xuất MV __ Executive Producer: PhanhKit Project Manager: Harry Pham Social Media Manager: Khanh Ly Director: Tuan Phan Production Assistant: Phuong Thao – Chip PhamStarring: Xuan Truong - Nhat Linh - Thang PhungCamera Sing: Storm Tran Camera Operator: Vi Tran - Luong Van GiapAssistant Camera: NAT Production Photo By: Tung LeStylist: Chip Pham Makeup Hair: Vet Nguyen - Phi Hong NhungEdited By: Hau Nv Colorist: Tang Hoang Designer: Nhu Viet Special Thanks toZingMp3, Tik Tok, Icon Strore, Điền Quân Network, AmandDIEN QUAN NETWORK@More information about Như Việt: https://www.facebook.com/NhuViet2000https://www.facebook.com/nhuvietmusichttps://www.instagram.com/ng.nhuviethttps://zingmp3.vn/nghe-si/VietDO NOT RE-UPLOAD!"
"XfpVyOuyjXs","Họ Yêu Ai Mất Rồi - Doãn Hiếu l Hương Ly Cover","2021-06-09T11:00:11Z","UC1wpPoxnjKs2oI4yXw7X9Ew","Nguyễn Hương Ly Official","10","21.25.06","hương ly|nguyễn hương ly|hương ly cover|doãn hiếu họ yêu ai mất rồi|họ yêu ai mất rồi|mv họ yêu ai mất rồi|mv họ yêu ai mất rồi doãn hiếu|doãn hiếu mv họ yêu ai mất rồi|doan hieu mv ho yeu ai mat roi|Doãn Hiếu Họ Yêu Ai Mất Rồi Official Lyrics Video|Doãn Hiếu Họ Yêu Ai Mất Rồi Official|Họ Yêu Ai Mất Rồi Official Lyrics Video|Họ Yêu Ai Mất Rồi Official|mv họ yêu ai mất rồi official|Họ Yêu Ai Mất Rồi","1636167","15391","550","781","https://i.ytimg.com/vi/XfpVyOuyjXs/default.jpg","False","False","Họ Yêu Ai Mất Rồi - Doãn Hiếu l Hương Ly CoverComposer : Doãn HiếuLink: https://www.youtube.com/watch?v=8wSZyRLjUncLời bài hátNhớ ánh mắtNhớ đôi môi của emNhớ đôi vaiHoàng hôn nơi ta từng quenGiá như anh đừng gặp emThì giờ anh vẫn cứ tinHai chữ tình duyênEm ra điĐể lại nỗi cô đơn đằng sauMặc cho những vỡ nát nơi anhEm có thấy đâuDù đã biết mãi mãiKhông thể bên nhauVậy thì ngày đóĐừng cố gieo tương tư cho nhauChầm chậm vô tư thế thôiNgười mình yêu đã yêu ai mất rồiHình bóng ấy đã quá xaTheo làn gió về với anh taChỉ là những tiếc nuốiCủa một thuở đôi mươi đã xaAnh đã cố đã đã đã đã cố rất nhiềuChuyện tình yêu mấy đời ai hiểuPhải rời xa thôi người mình yêuMãi chẳng thể yêuEm ra đi để lại nỗi cô đơn đằng sauGiờ đây nắng đã ngã nơi anhEm có thấy đâuDù đã biết mãi mãi không thể bên nhauVậy thì ngày đó đừng cốGieo tương tư cho nhauTình tựa bèo dạt mây trôiNgười mình yêu đã yêu ai mất rồiHình bóng ấy đã quá xaTheo làn gió về với anh taChỉ là những tiếc nuốiCủa một thuở đôi mươi đã xaAnh đã cố đã đã đã đã cố rất nhiềuChuyện tình yêu mấy đời ai hiểuPhải rời xa thôi người mình yêuMãi chẳng thể yêuDù ngày mai bão giông ngập trờiDù em đã yêu ai mất rồiThì anh vẫn, đứng đâyNhư xưa và chờ em tớiXin em đừng khóc nước mắtNhạt nhòa đôi miAnh sẽ vẫn tiếc vẫn nhớ em vìHai đôi chân đã khác đường điHình bóng ấy đã quá xaCố đến mấy cũng chẳng bên taChỉ là những tiếc nuốiCủa một thuở đôi mươi đã xaAnh đã cố đã đã đã đã cố rất nhiềuChuyện tình yêu mấy đời ai hiểuPhải rời xa thôi người mình yêuMãi chẳng thể yêuRồi mai xa anh, em hãy nhớCó một người yêu em như anh đã từng► LIÊN HỆ VỚI LY NẾU CÓ VẤN ĐỀ VỀ BẢN QUYỀN ◄     Email: nguyenhuongly.official@gmail.com#hoyeuaimatroi #doanhieu #huonglyMore information about Nguyễn Hương Ly : ► INSTAGRAM: https://www.instagram.com/nguyenhuongly.official ► FACEBOOK CÁ NHÂN: https://www.facebook.com/huongly.nguyen.5 ► FANPAGE: https://www.facebook.com/nguyenhuonglyofficial/ ► SHOP THỜI TRANG SAM'S KID CỦA LY: https://www.facebook.com/samskid126© Bản quyền thuộc về Nguyễn Hương Ly Official và METUB Network© Copyright by Nguyen Huong Ly Official & METUB Network ☞ Do not Reup!Liên hệ tài trợ, hợp tác:  👉 HOTLINE: 0982.90.8888 👉 Contact Email: nguyenhuongly.official@gmail.com"
"7fIBe19pzK0","[HiddenGem Mixtape] 8. The Last Finale. - B Ray","2021-06-16T10:39:36Z","UC5mzpqa98hIFlQ9SFxqAilw","EvB Records","10","21.25.06","bray|b ray|ếch và báo|evb|ếch|báo|ech vs bao|rap việt|rap|bray rap|rap love|nhạc rap","858345","28482","191","1492","https://i.ytimg.com/vi/7fIBe19pzK0/default.jpg","False","False","(Prod. Wil Phil)Bài cuối cùng của Mixtape HiddenGem. Thank you. I hope it was enough.Đăng Ký Kênh Để Xem Nhiều Hơn: https://bit.ly/Brayofficial#BRay #HiddenGem #TheLastFinaleTất cả sản phẩm đều đã được đăng ký bản quyền với youtube. Các kênh Reup sản phẩm không xin phép sẽ bị yêu cầu gỡ xuống. Vi phạm có nguy cơ bị chết kênh"
"WMweEpGlu_U","BTS (방탄소년단) 'Butter' Official MV","2021-05-21T03:46:13Z","UC3IZKseVpdzPSBaWxBxundA","HYBE LABELS","10","21.25.06","BIGHIT|빅히트|방탄소년단|BTS|BANGTAN|방탄","390446563","17695031","268299","7568931","https://i.ytimg.com/vi/WMweEpGlu_U/default.jpg","False","False","BTS (방탄소년단) 'Butter' Official MV Credits: Director: Yong Seok Choi (Lumpens)1st AD: Jihye Yoon (Lumpens)2nd AD: Ran Ro (Lumpens)PA: Soeyoung Park, Minsu KimDirector of Photography: Hyunwoo Nam (MOTHER)B Camera Operator: EumkoFocus Puller: Sangwoo Yun, Youngwoo Lee2nd AC: Eunki Kim, Eunil Lee3rd AC: Youngseo ParkDIT: Yuntae GoTechno Crane: Service VisionGaffer: Song Hyunsuk (Real Lighting)Lighting Crew: Choi Jung Hyun, Hwang Uigyu, Park Gyutae, Park Yeonghwan, Park Cheonil, Lee Harim, Park Nojun, Lee Jaeheung, Lee Seonggyun, Lim SeokgyuArt Director: Bona Kim, Jinsil Park (MU:E)Assistant Art team: Yeri Kang, Jieun Yoon(MU:E)Art-team Manager: ilho Heo (MU:E)Show Light: Sung Kang Jun (Jshow Company)Minseok Choi, Minseok Choi, Yebum Bang, Junho Jeong, Jiwoong Han, Yerim Kwon, Haeyoung KangProducer: Emma Sungeun Kim (GE PRODUCTION)Production assistant: An Ju Young, Han Ji HoonVFX: PLASTIC BEACHVFX Supervisor: OHZEONVFX Assistant Supervisor: JOJEEMVFX Project Manager: Song Chanyoung, Jeong JieunVFX Producer: Jang Kyutae, Ahn Sohyun3D Artist: Lee Kwangwon, Kim Doyeon, Lee Jeonghwa, Jeon Jiwon, Kim Hyeji2D Artist: Jang Gihoon, Lee Hyunjun, Shin HyeonsungFX Artist: We JunginDI: LUCID COLOURColorist: Wonseok KoDI Crew: Dain Kim, Hwa Dong Jeon, Jaeyeon Baek, Somi Na, Seonyoung LeeDI Producer: Sooyun HyunVisual Creative: Nu Kim, Lee Sun Kyoung, Kang Ju Eun, Kim Ga Eun, Hyo Kim, Cha Yeon HwaPerformance Directing: Son Sung Deuk, Lee Byung Eun, Yoon Seong Eun, Woo Hyunwoo, Hyewon ParkArtist Management: Jang Jin Gu, Kim Su Bin, An Da Sol, Park Jun Tae, Yun Taewoong, Lee Seung Byung, Lee Jung Min, Lee Hyeon KiBIGHIT MUSIC. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by BIGHIT MUSIC, Seoul, Korea.Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com#BTS #방탄소년단 #BTS_Butter #MV"
"flREuRJCdxw","Đường Tôi Chở Em Về (Lofi Ver.) - buitruonglinh x Freak D","2021-05-22T12:00:15Z","UC7CLR70PwAff4tBUavQ42cw","Freak D Music","22","21.25.06","freak d music|freak d|freak d lofi|đường tôi chở em về|duong toi cho em ve|đường tôi chở em về lofi|duong toi cho em ve lofi|đường tôi chở em về lofi ver|đường tôi chở em về freak d lofi|đường tôi chở em về lyrics lofi","9836419","85014","1859","1278","https://i.ytimg.com/vi/flREuRJCdxw/default.jpg","False","False","Đường Tôi Chở Em Về (Lofi Ver.) - buitruonglinh x Freak D#freakd​ #lofi​ #duongtoichoemve✪ Official Mvhttps://youtu.be/OuNo8Tkb3lI✪ Audiohttps://zingmp3.vn/album/Duong-Toi-Cho-Em-Ve-Single-buitruonglinh/ZFD9C6BA.html✪ Follow Freak Dhttps://www.facebook.com/freakdprodhttps://www.facebook.com/freakdproddhttps://www.instagram.com/freakdprod/https://www.tiktok.com/@freakdprodhttps://bit.ly/spotify-nghe-si-Freak-Dhttps://zingmp3.vn/nghe-si/Freak-D✪ Follow buitruonglinhhttps://www.facebook.com/buitruonglinhhh✪ Để theo dõi những sản phẩm mới nhất của Freak D:→ Subscribe Channel: http://bit.ly/FreakDYtb​--------------------------------/------------------[Lyrics]Xe đạp lách cách tôi vẫn chưa quenĐường thì tối chơi vơi còn tôi vẫn đứng đợiEm nhẹ bước đến mi đã thôi hoenTrời trở gió heo may vì tôi đã lỡ yêu emCũng may đường về nhà em quá xaTôi mới được trông ngóng em buông lời hátNhớ thương ngại ngùng nhìn em thoáng quaHạ ơi đứng trôi mãi, mặc kệ em với tôi đi vềMới chỉ nhìn em khócTôi bỗng chợt nhận ra đã yêu em rồiSáng trong cho mây ngừng trôiRọi ánh mắt em trong lòng tôiNgập ngừng chưa nóiMai sau để cho anh ngóng em đi vềKhoảnh khắc tôi chưa nên câuHàng mi ướt run run buông dài theo cơn gióVén nhẹ tà áoTrên con đường tôi đi với emDù phía trước có mưa ràoTrên đường hai ta sẽ quaChỉ muốn em dành tặng cho tôiNhững ngây thơ đầuĐược dỗ dành em khi em buồnĐứng chờ em đưa em về từng ngàyĐường này là đường cho tôi chở em mãi thôi không dừngĐường tôi đi cùng em mãi thôi không ngừngChợt hiện lên dòng suy nghĩ tôi chưa từngKể em nghe lời yêu biết đâu, thôi đừngĐợi chờ em như chờ ánh nắng lênChờ cho lại nghe tiếng con tim thổn thứcNhẹ nhàng hương hoa gần đến sát bênNhẹ theo chiều phai gió dựa vai tôi mỗi khi vềMới chỉ nhìn em khócTôi bỗng chợt nhận ra đã yêu em rồiSáng trong cho mây ngừng trôiRọi ánh mắt em trong lòng tôiNgập ngừng chưa nóiMai sau để cho anh ngóng em đi vềKhoảnh khắc tôi chưa nên câuHoa cứ ngát hương em đêm hè dòng sôngKhẽ vén nhẹ tà áoTrên con đường tôi đi với emDù phía trước có mưa ràoTrên đường hai ta sẽ quaChỉ muốn em dành tặng cho tôiNhững ngây thơ đầuĐược dỗ dành em khi em buồnĐứng chờ em nơi em vềSẽ chẳng cần lên tiếngTâm tư này để tôi cất riêng cho mìnhRồi vẫn đạp xe như bao ngàyHạ vẫn dần trôiNhớ thương emTôi đưa em vềBầu trời sao sáng lênRọi ánh mắt em trong lòng tôiNhớ thương emLỡ mai sau nàyMình chẳng thể mãi đón đưaLại cứ thế ngóng trôngĐường này là đường cho tôi chở em mãi thôi không dừngĐường tôi đi cùng em mãi thôi không ngừngChợt hiện lên dòng suy nghĩ tôi chưa từngKể em nghe lời yêu biết đâu, thôi đừngĐường này là đường cho tôi chở em mãi thôi không dừngĐường tôi đi cùng em mãi thôi không ngừngChợt hiện lên dòng suy nghĩ tôi chưa từngKể em nghe lời yêu biết đâu, thôi đừng.✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: freakmusic@orinn.net© Freak D Music 2021☞ Không tự ý sử dụng nhạc và video khi không được cho phép."
"XA2YEHn-A8Q","TWICE Alcohol-Free M/V","2021-06-09T08:58:12Z","UCaO6TYtlC8U5ttz62hTrZgg","JYP Entertainment","10","21.25.06","TWICE|트와이스|taste of love|alcoholfree|alcoholfree mv|taste of love mv teaser|트와이스 알콜프리|알콜프리|알콜프리 뮤비|알콜프리뮤비|twice alcoholfree mv|twice alcohol free mv|twice alcohol free m/v|nayeon|jeongyeon|momo|sana|jihyo|mina|dahyun|chaeyoung|tzuyu|나연|정연|모모|사나|지효|미나|다현|채영|쯔위|테이스트오브러브|테오럽|테오럽뮤비|테오럽 트와이스 뮤비|트와이스 테오럽|알코올프리|알콜프리뮤비트와이스|jyp entertainment|jyp","108873133","2920737","72596","1101683","https://i.ytimg.com/vi/XA2YEHn-A8Q/default.jpg","False","False","TWICE Alcohol-Free M/V TWICE The 10th Mini Album “Taste of Love” Check Out in below link!https://twice.lnk.to/tasteoflove TWICE Official Shop: https://TWICE.lnk.to/Shop TWICE Official YouTube: http://www.youtube.com/c/TWICE TWICE Official Facebook: http://www.facebook.com/JYPETWICE TWICE Official Twitter: http://www.twitter.com/JYPETWICE TWICE Official TikTok https://www.tiktok.com/@twice_tiktok_officialTWICE Official Instagram: http://www.instagram.com/TWICETAGRAM TWICE Official Homepage: http://TWICE.jype.com TWICE Official Fan's: http://fans.jype.com/TWICE ⓒ 2021 JYP Entertainment. All Rights Reserved #TWICE #TasteofLove #AlcoholFree"
"tbgFUbwmwXI","SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN | LIVE PERFORMANCE | LAZADA SUPERSHOW 6.6","2021-06-10T12:59:02Z","UClyA28-01x4z60eWQ2kiNbA","Sơn Tùng M-TP Official","10","21.25.06","muộn rồi mà sao còn|muon roi ma sao con|sơn tùng mtp muộn rồi mà sao còn|son tung mtp muon roi ma sao con|sơn tùng m tp muộn rồi mà sao còn|son tung m tp muon roi ma sao con|m tp|mrmsc|mrmsc sơn tùng|mrmsc son tung|mv sơn tùng|muôn rồi mà sao còn|muôn rôi sao con|muôn rồi mà sao còn sơn tùng|nhạc sơn tùng|mv muộn rồi mà sao còn|mv muon roi ma sao con|mv son tung|sơn tùng mtp|son tung mtp|son tung m tp|muộn rồi mà sao còn live|muon roi ma sao con live","1875647","98082","1512","8692","https://i.ytimg.com/vi/tbgFUbwmwXI/default.jpg","False","False","Cả nhà chúng ta cùng nhau thưởng thức lại bản Live Performance đầu tiên của MUỘN RỒI MÀ SAO CÒN tại Lazada 6.6 Supershow nàooooo !!!🎶🎶🎶 #SonTungMTP #MuonRoiMaSaoCon #LazadaSupershow #Lazada66 #MTPTalent #MTPEntertainment▶️ More information about Sơn Tùng M-TP: https://www.facebook.com/MTP.Fanhttps://www.instagram.com/sontungmtphttps://www.youtube.com/sontungmtp https://twitter.com/sontungmtp777@Spotify: https://spoti.fi/2HPWs20@Itunes: https://apple.co/2rlSl3w▶️More information about M-TP Talent:https://www.facebook.com/mtptalenthttps://www.instagram.com/mtptalenthttps://twitter.com/mtptalent▶️ More about M-TP ENTERTAINMENThttps://www.facebook.com/mtptownhttps://mtpentertainment.com https://twitter.com/mtpent_officialhttps://www.instagram.com/mtpent_official▶️ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp"
"OmVdQP7uE0g","Yêu Một Người Gian Dối - Như Việt | Thương Võ Cover","2021-06-17T13:06:49Z","UCSCSop9yGxDHz0kuyCKwUhQ","THƯƠNG VÕ OFFICIAL","10","21.25.06","thuong vo|thương võ|cover|thuong vo cover|thương võ cover|nhac cover|nhạc cover|yêu một người gian dối|yeu mot nguoi gian doi|yêu một người gian dối cover|yeu mot nguoi gian doi cover|yêu một người gian dối thương võ cover|yeu mot nguoi gian doi thuong vo cover","611548","6052","248","355","https://i.ytimg.com/vi/OmVdQP7uE0g/default.jpg","False","False","Yêu Một Người Gian Dối - Như Việt | Thương Võ CoverMV Gốc: https://youtu.be/HZXNI58DQgQComposer: Khanh CuongMix & Master:  Nhu Viet#yeumotnguoigiandoi #nhuviet #thuongvo▶ Click to subscribe: http://bit.ly/THUONGVOOFFICIAL--------------------------------------------------------------------------More information about ♫ FACEBOOK CÁ NHÂN: https://www.facebook.com/thuongluckystar ♫ YOUTUBE CHANNEL: metub.net/thuongvo ♫ FANPAGE: https://www.facebook.com/thuongvo3592--------------------------------------------------------------------------► Contact us: Email: thuongvo.official@gmail.com © Copyright by Thuong Vo Official ⚠ Do not Reup ⚠"
"Rm-SSPd2Rk4","THƯƠNG THẦM - NB3 HOÀI BẢO | OFFICIAL MUSIC VIDEO","2021-05-28T12:00:14Z","UCvB3nzHHMO72jv25SOqHg3w","NB3 Hoài Bảo Official","10","21.25.06","nb3 hoài bảo|nb3 hoai bao|hoài bảo|hoai bao|thương thầm|thuong tham|mưa hoài rơi mãi bên hiên nhà vắng tanh|mua hoai roi mai ben hien nha vang tanh|thương thầm ánh mắt anh đâu ngờ cơn say|thuong tham anh mat anh dau ngo con say|thương thầm mv|thuong tham mv|thương thầm lyrics|thuong tham lyrics|mv thương thầm|mv thuong tham","3905555","61656","1548","5305","https://i.ytimg.com/vi/Rm-SSPd2Rk4/default.jpg","False","False","THƯƠNG THẦM - NB3 HOÀI BẢO | OFFICIAL MUSIC VIDEO#THUONGTHAM #DAOENTERTAINMENT #NB3HOAIBAO #TT• Link Mp3: https://zingmp3.vn/bai-hat/Thuong-Tham-NB3-Hoai-Bao/ZU0WU9EF.htmlMưa hoài rơi mãi bên hiên nhà vắng tanh, chẳng còn một ai đứng cùng mình như là lúc xưa...Song: Thương Thầm       Compose & Singer: NB3 Hoài BảoExecutive Producer: DAO Entertainment   MV Production DAO EntertainmentProject Manager: Nguyễn Trung Anh     Music Producer: Trung NgonRecording: DAO StudioMix & Master: Nguyễn Quang QuýDirector By: Đại HiệpProducer: Quách ThảoD.O.P: Quý TrầnEditor: Trần Minh QuýTalent: Hoài PhanLighting: Thanh TeamM.U.A: HuệPA: DuyEquipment: Lens ProLocation: Revons StudioSpecial Thanks To: Orinn Music, CT Media, ATV Media🍑Follow: ↴ ✪ NB3 Hoài bảo:• FB: https://www.facebook.com/Baobipbom.1998• Fanpage: https://www.facebook.com/LuongNguyenHoaiBao1998/• Instagram: https://www.instagram.com/baobipbom.nb3🍑 Follow: ↴ ✪ DAO Entertainment: • Fanpage: https://www.facebook.com/daomusic.vn/• Youtube: https://www.youtube.com/channel/UCYYJaW84iLOf5u43F9Q9jmA• Instagram: https://www.instagram.com/daoentertainmentvn/• Soundcloud: https://soundcloud.com/daomusicvn• TikTok: https://www.tiktok.com/@daoentertainment---------------------------------------------------------------/--------------------© Bản quyền DAO ENTERTAINMENT/NB3 Hoài Bảo© Copyright by DAO ENTERTAINMENT/NB3 Hoài Bảo ☞ Do not Reup"
"lQQ8GSi0t3Q","Không Cần Cố - MCK x TLINH l Official MV","2021-06-07T13:00:11Z","UCUgXK2UjZ8G_EM438aYkGrw","POPS MUSIC","10","21.25.06","không cần cố|khong can co|mck|tlinh|tlinh không cần cố|tlinh khong can co|không cần cố mck|khong can co mck|ca sỹ mck|ca sy mck|mv không cần cố|mv khong can co|pops music|không cần cố tlinh|khong can co tlinh|mck không cần cố|mck khong can co|mck tlinh|mck rap viet|tlinh mck|tlinh rap viet|nguyen van yeah|rapital|ko can co|rpt mck|k cần cố|khongcanco|khoong can co|dibao|mck tlinh mv mới","1726980","63165","875","2703","https://i.ytimg.com/vi/lQQ8GSi0t3Q/default.jpg","False","False","Tự Tin, Quyết Liệt, Là Chính Mình là tinh thần MCK và Tlinh muốn truyền tải tới thế hệ trẻ Gen Z. Ta cá tính, khác biệt không có nghĩa là ta hư! Không Cần Cố nói về câu chuyện của các bạn học sinh chuyển cấp, lần đầu bước vào môi trường cấp ba, ai cũng muốn được nổi bật và có tiếng nói của riêng mình. Bài hát mang tới thông điệp tôn vinh sự khác biệt của mỗi cá nhân, Không Cần Cố để trở thành phiên bản của ai vì chính chúng ta là phiên bản duy nhất.❗ Bạn đã là chính bạn chưa? Đa Sắc Màu - Bật Chất Riêng---------------------------------------------------------------------------Không Cần Cố - MCK x TLINH l Official MVStarring: MCK, TlinhSongwriter: MCK, TlinhMusic Producer: RPT.PhongkhinSinger: MCK, TlinhArranger: RPT.PhongkhinSound Engineer: Hung NguyenMix & Master: Playground StudioCasts: Dang Huynh Phuoc, Pham Tuan Hung, Hung Dinh, Cham Nga, Do Thuy Trang, Huong Ly, Thuc Anh, Thanh Trung, Vu Nam, Duy Vuong, Huy DangTalent Managers: Hieu Marlin, Tracy Dang, Huu Phuc, Hayden NguyenTCC & PARTNERS AGENCYProject Supervisor: Minh Duc - Duy SonProject Manager: Khanh LyPlanning & Creative Team: Nhat Minh - Khanh Ly - Ngoc Van - Quang Vinh - Thanh HangSocial & PR Management Team: Ngoc Van - Nhat Minh - Nguyen TuyenAccount Executive: Manh Tien84GRNDDirector: Tu A. Vo1st AD: Mason Executive Producer: Sammy NguyenProject Supervisor: Yannick Van DraanenProducer: Thao LePA: Annguyenhuu, Ha My Runner: Tan Nguyen, Huy Nguyen, Le Trung HieuArt Director: Dao Nguyen Minh Set designer: Quang Sot Set design: HPH Art CrewM.U.A & Hair: Nam MakeupStylist: Cao Ly Director of Photography: Nghia Minh PhanCamera Operator: Nghia Minh PhanFocus Puller: Tuan AnhEquipment: TL ProductionsLocation: PIX StudioOffline Editor: Tu A. VoOnline Editor: MasonColor Grading: Hoang QuanVFX: Hung Nguyen, MasonGraphic Designer: Luu Thanh Ha#khongcanco #tlinh #mck  #dibaovn #DasacmauBatchatrieng---------------------------------------------------------------------------DIBAO VIỆT NAM► Website: https://dibao.com.vn/► Fanpage: https://www.facebook.com/dibaovietnam---------------------------------------------------------------------------Tải ứng dụng POPS để xem MV, liveshow, phim ca nhạc hot nhất: http://bit.ly/app-POPSmusic-1POPS Music - Kênh âm nhạc trực tuyến hàng đầu Việt Nam. Follow POPS Music:♫ Subscribe kênh: http://popsww.com/popsmusic♫ Theo dõi các sản phẩm mới tại POPS App: http://pops.vn  ♫ Facebook: https://www.facebook.com/POPSMusicChannel♫ Instagram: https://www.instagram.com/popsvietnam♫ Website: http://www.popsww.com♫ Twitter: https://twitter.com/Pops_Vietnam   POPS Music là kênh giải trí âm nhạc trực tuyến lớn nhất tại Việt Nam. Giới thiệu đến người xem những sản phẩm mới và hot nhất thị trường âm nhạc hiện nay. Hãy đồng hành cùng chúng tôi để thưởng thức những sản phẩm âm nhạc tuyệt vời nhất."
